Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added
atlanticcoastcfc.org,Combined Federal Campaign,Federal Government,Florida,accepted term,Atlantic Coast Combined Federal Campaign -- Note added 6/15/15 19:37,http://www.atlanticcoastcfc.org/,6/6/13 18:08
auxpa.org,,Federal Government,,accepted term,"U.S. Coast Guard Auxillary, Department of Public Affairs -- Note added 10/24/14 12:20",http://www.auxpa.org/,10/24/14 12:19
aww.aww-sp.com,,Federal Government,,accepted term,America's Waterway Watch¬†is a public outreach program encouraging participants to simply report suspicious activity to the Coast Guard and/or other law enforcement agencies.¬† -- Note added 6/6/13 18:08,#N/A,6/6/13 18:08
badgerlandcfc.org,Combined Federal Campaign,Federal Government,Wisconsin,accepted term,Badgerland Combined Federal Campaign Serves following counties: ChippewaDaneDunnEu ClaireJacksonJuneauLa CrosseMonroeRockSaukVernon -- Note added 7/25/14 5:12,http://www.badgerlandcfc.org/_root/,6/6/13 18:08
benefeds.com,,Federal Government,,accepted term,"BENEFEDS, Federal Employees Dental and Vision Insurance Program, U.S. http://www.opm.gov/ Office of Personnel Management -- Note added 12/2/13 19:39",https://www.benefeds.com/,12/2/13 19:36
bie.edu,Department of the Interior,Federal Government,,accepted term,"The Bureau of Indian Education’s (BIE) bie.edu is an Indian education website. The BIE is institutionally accredited by the U.S. Department of Education to own and operate the .edu domain to align with the educational mission of the BIE.",https://bie.edu/,1/7/14 - updated 02/03/2020
bobber.info,,Federal Government,,accepted term,"Bobber, the official dog of the US Army Corps of Engineer's National Water Safety Program (watersafety.usace.army.mil) -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
bushlibrary.tamu.edu,,Federal Government,,accepted term,George H.W. Bush Presidential Library and Museum -- Note added 6/12/13 16:26,http://bushlibrary.tamu.edu/,6/6/13 18:08
buyaccessible.net,,Federal Government,,accepted term,"Section 508 blog, U.S. General Services Administration -- Note added 6/14/13 18:27",#N/A,6/6/13 18:08
capmembers.com,,Federal Government,,accepted term,"Civil Air Patrol, US Air Force Auxiliary ¬† -- Note added 6/14/13 18:46",#N/A,6/6/13 18:08
careerinfonet.org,,Federal Government,,accepted term,An American Job Center partner. CareerInfoNet.org lists the Occupational Profiles on CareerOneStop.org. -- Note added 6/6/13 18:08,#N/A,6/6/13 18:08
careeronestop.org,,Federal Government,,accepted term,"CareerOneStop is sponsored by the U. S. Department of Labor,¬†Employment and Training Administration -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
cbacfc.org,Combined Federal Campaign,Federal Government,West Virginia,accepted term,Chesapeake Bay Area Combined Federal Campaign (CBACFC) -- Note added 3/31/14 13:04,http://www.cbacfc.org/,6/6/13 18:08
cbp-ntep.info,,Federal Government,,accepted term,"National Training Evaluation Program, Customs and Border Patrol, Department of Homeland Security -- Note added 6/14/13 18:49",#N/A,6/6/13 18:08
ccitoolsforfeds.org,,Federal Government,,accepted term,Comprehensive Community Initiatives Tools for Federal Staff -- Note added 1/10/14 19:17,http://ccitoolsforfeds.org/,1/10/14 19:17
cdcnpin.org,,Federal Government,,accepted term,National Prevention Information Network from the CDC -- Note added 1/10/14 19:17,http://cdcnpin.org/,1/10/14 19:17
cdse.edu,,Federal Government,,accepted term,"Center for Development of Security Excellence, Defense Security Service, Department of Defense -- Note added 6/14/13 18:49",http://cdse.edu/,6/6/13 18:08
centralcaliforniacfc.org,Combined Federal Campaign,Federal Government,California,accepted term,Central Califoria Combined Federal Compaign -- Note added 3/9/15 16:55,http://www.centralcaliforniacfc.org,6/6/13 18:08
centralpacfc.org,Combined Federal Campaign,Federal Government,Pennsylvania,accepted term,Combined Federal Campaign of Central Pennsylvania -- Note added 7/1/14 19:38,http://www.centralpacfc.org/,6/6/13 18:08
centraltexascfc.org,Combined Federal Campaign,Federal Government,Texas,accepted term,Central Texas Combined Federal Campaign -- Note added 3/4/15 6:46,http://centraltexascfc.org/wp/,6/6/13 18:08
cf-cfc.org,Combined Federal Campaign,Federal Government,Florida,accepted term,Central Florida - Combined Federal Campaign -- Note added 6/15/15 18:58,http://www.cf-cfc.org/_root/,6/6/13 18:08
cfc-centralok.org,Combined Federal Campaign,Federal Government,Oklahoma,accepted term,central OK CFC -- Note added 8/28/15 16:28,http://www.cfc-centralok.org/,6/6/13 18:08
cfcaaga.org,Combined Federal Campaign,Federal Government,Georgia,accepted term,Greater Atlanta-Athens Combined Federal Campaign -- Note added 12/6/13 15:10,http://www.cfcaaga.org/_root/,6/6/13 18:08
cfcaz.org,Combined Federal Campaign,Federal Government,California,accepted term,Arizona Combined Federal Campaign (CFC) -- Note added 12/11/13 13:54,http://cfcaz.org/,6/6/13 18:08
cfccoastalga.org,Combined Federal Campaign,Federal Government,Georgia,accepted term,Coastal Georgia Combined Federal Campaign -- Note added 8/25/15 14:25,http://www.cfccoastalga.org/_root/,6/6/13 18:08
cfcforthood.org,Combined Federal Campaign,Federal Government,Texas,accepted term,"Combined Federal Campaign website for the greater Fort Hood, TX area -- Note added 3/4/15 6:47",http://www.cfcforthood.org/,6/6/13 18:08
cfcgive.org,Combined Federal Campaign,Federal Government,Washington,accepted term,"Combined Federal Campaign of South Puget Sound, WA -- Note added 9/12/14 5:30",http://cfcgive.org/,6/6/13 18:08
cfcgno.org,Combined Federal Campaign,Federal Government,Louisiana,accepted term,Greater New Orleans Area Combined Federal Campaign -- Note added 8/24/15 15:47,http://www.cfcgno.org/_root/,6/6/13 18:08
cfcgreaterarkansas.org,Combined Federal Campaign,Federal Government,Arkansas,accepted term,Combined Federal Campaign of Greater Arkansas -- Note added 7/17/13 18:03,http://cfcgreaterarkansas.org/,6/6/13 18:08
cfcgreaternc.org,Combined Federal Campaign,Federal Government,South Carolina,accepted term,North Carolina CFC -- Note added 8/28/15 13:20,http://www.cfcgreaternc.org/_root/,6/6/13 18:08
cfcindiana.org,Combined Federal Campaign,Federal Government,Indiana,accepted term,"Indiana, Kentucky, and Southwestern Ohio CFC -- Note added 8/27/15 14:17",http://www.givecfc.org/_root/,6/6/13 18:08
cfcmaine.org,Combined Federal Campaign,Federal Government,Maine,accepted term,Northern NE CFc -- Note added 8/27/15 18:07,http://wp.northernnewenglandcfc.org/,6/6/13 18:08
cfcmidsouth.org,Combined Federal Campaign,Federal Government,Tennessee,accepted term,Combined Federal Campaign of the Mid-South -- Note added 7/17/13 18:04,http://cfcmidsouth.org/,6/6/13 18:08
cfcmontereysantacruz.org,Combined Federal Campaign,Federal Government,California,accepted term,Combined Federal Campaign Monterey/Santa Cruz -- Note added 3/9/15 17:53,http://www.cfcmontereysantacruz.org/,6/6/13 18:08
cfcnca.org,Combined Federal Campaign,Federal Government,Virginia,accepted term,Combined Federal Campaign of the National Capital Area -- Note added 6/7/13 17:35,http://cfcnca.org/,6/6/13 18:08
cfcnexus.org,,Federal Government,,accepted term,CFC (Combined Federal Campaign) Nexus -- Note added 10/7/14 12:22,https://www.cfcnexus.org/_root/,10/7/14 12:21
cfcnnj.org,Combined Federal Campaign,Federal Government,New Jersey,accepted term,Northern New Jersey Combined Federal Campaign ( CFC ) -- Note added 9/22/15 14:08,http://cfcnnj.org/,6/6/13 18:08
cfcnorthtexas.org,Combined Federal Campaign,Federal Government,Texas,accepted term,North Texas CFC possibly part of OK -- Note added 8/28/15 16:30,http://www.dfwmetroplexcfc.org/_root/,6/6/13 18:08
cfcnps.org,Combined Federal Campaign,Federal Government,Washington,accepted term,"Combined Federal Campaign of Nort Puget Sound, WA -- Note added 9/12/14 5:32",http://www.cfcnps.org/_root/,6/6/13 18:08
cfcofcva.org,Combined Federal Campaign,Federal Government,Virginia,accepted term,Central Virginia Area Combined Federal Campaign -- Note added 6/6/14 13:50,http://www.cfcofcva.org/_root/,6/6/13 18:08
cfcofgreatersocal.org,Combined Federal Campaign,Federal Government,California,accepted term,Combined Federal Campaign of Greater Southern CA -- Note added 3/9/15 17:56,http://www.cfcofgreatersocal.org/_root/,6/6/13 18:08
cfcofthecsra.org,Combined Federal Campaign,Federal Government,South Carolina,accepted term,Combined Federal Campaign of the Central Savannah River Area -- Note added 8/25/15 14:25,http://www.cfcofthecsra.org/,6/6/13 18:08
cfcredrivervalley.org,Combined Federal Campaign,Federal Government,North Dakota,accepted term,Combined Federal Campaign of the Red River Valley -- Note added 7/18/14 5:31,http://www.cfcredrivervalley.org/,6/6/13 18:08
cfcsanantonio.org,Combined Federal Campaign,Federal Government,Texas,accepted term,Combined Federal Campaign Fund website for San Antonio Area -- Note added 3/4/15 6:55,http://www.cfcsanantonio.org/_root/,6/6/13 18:08
cfcsemi.org,Combined Federal Campaign,Federal Government,Michigan,accepted term,Southeastern Michigan Area CFC   -- Note added 9/2/15 20:29,http://www.cfcsemi.org/_root/,6/6/13 18:08
cfcshr.org,Combined Federal Campaign,Federal Government,Virginia,accepted term,Combined Federal Campaign of South Hampton Roads (CFCSHR) -- Note added 5/30/14 13:56,http://www.cfcshr.org,6/6/13 18:08
cfcsnj.org,Combined Federal Campaign,Federal Government,Pennsylvania,accepted term,Eastern Pennsylvania and South Jersey Combined Federal Campaign -- Note added 12/6/13 13:32,http://www.cfcsnj.org/,6/6/13 18:08
cfctexasgulfcoast.org,Combined Federal Campaign,Federal Government,Texas,accepted term,Combined Federal Campaign website for theTexas Gulf Coast -- Note added 3/4/15 6:57,http://www.cfctexasgulfcoast.org/,6/6/13 18:08
cfcvp.org,Combined Federal Campaign,Federal Government,Virginia,accepted term,Combined Federal Campaign of the Virginia Peninsula (CFCVP) -- Note added 5/30/14 13:57,http://www.cfcvp.org/,6/6/13 18:08
cfcwesternmichigan.org,Combined Federal Campaign,Federal Government,Michigan,accepted term,CFC UP-North Michigan Area (CFC Western Michigan has merged with UP-North -- Note added 9/2/15 20:29,http://cfcwesternmichigan.org/,6/6/13 18:08
cfcwesternmontana.org,Combined Federal Campaign,Federal Government,Montana,accepted term,Combined Federal Campaign (CFC) of Western Montana -- Note added 11/22/13 12:41,http://cfcwesternmontana.org/,6/6/13 18:08
cfcwnc.com,Combined Federal Campaign,Federal Government,North Carolina,accepted term,West NC CFC -- Note added 9/11/15 19:01,http://cfcwnc.com/,6/6/13 18:08
cfe-dmha.org,,Federal Government,,accepted term,"Center for Excellence in Disaster Management and Humanitarian Assistance (CFE-DMHA), US Pacific Command, Joint Base Pearl Harbor-Hickam, HI -- Note added 3/20/14 15:12",http://www.cfe-dmha.org/,3/20/14 15:10
cga.edu,,Federal Government,,accepted term,United States Coast Guard Academy -- Note added 1/23/14 15:30,http://www.cga.edu/,1/23/14 15:30
cgaux.org,,Federal Government,,accepted term,U.S. Coast Guard Auxiliary -- Note added 6/14/13 18:52,http://cgaux.org/,6/6/13 18:08
cge.concursolutions.com,,Federal Government,,accepted term,"e-Gov Travel Service, Concur Government Edition (CGE) for the General Services Administration -- Note added 1/13/14 12:01",https://cge.concursolutions.com/,1/13/14 11:59
chattanoogacfc.org,Combined Federal Campaign,Federal Government,Tennessee,accepted term,Greater Chattanooga Area Combined Federal Campaign (CFC) -- Note added 6/23/14 9:39,http://www.chattanoogacfc.org/13/Pages/CFC2013Main.html,6/6/13 18:08
chemcatbio.org,Department of Energy (DOE),Federal Government,,accepted term,"ChemCatBio is a U.S. Department of Energy national lab-led research and development consortium dedicated to identifying and overcoming catalysis challenges for the conversion of biomass and waste resources into fuels, chemicals, and materials. From https://www.chemcatbio.org/, retrieved 7/5/19.",https://www.chemcatbio.org/,7/5/19 0:00
chicagocfc.net,Combined Federal Campaign,Federal Government,Illinois,accepted term,Combined Federal Campaign for the Midwest -- Note added 7/1/14 19:27,http://www.chicagocfc.net/,6/6/13 18:08
chicagofed.org,Federal Reserve Board,Federal Government,Illinois,accepted term,Federal Reserve Bank of Chicago -- Note added 1/10/14 19:17,http://chicagofed.org/,1/10/14 19:17
cidi.org,,Federal Government,,accepted term,U.S. Agency for International Development Center for International Disaster Information -- Note added 1/10/14 19:17,http://www.cidi.org/,1/10/14 19:17
cipm.info,,Federal Government,,accepted term,National Science Foundation Center for Integrated Pest Management (CIPM). -- Note added 6/6/13 18:08,#N/A,6/6/13 18:08
cldcentral.usalearning.net,,Federal Government,,accepted term,"OPM Center for Leadership Development OPM's Center for Leadership Development (CLD) is dedicated to transforming leaders to better serve the Federal government.  We offer educational programs built on the ECQs for every stage of your career. As the government designated provider of agency, interagency and tri-sector leadership development, we offer government-to-government courses, certificate programs, tailored solutions and technology systems by USALearning to respond to your immediate challenges and emerging needs. Our innovative services are delivered through blended and eLearning, in classroom settings at our residential centers of the Federal Executive Institute (FEI) in Charlottesville, VA, the Eastern Management Development Center (EMDC) in Washington, DC, and the Western Management Development Center (WMDC) in Denver, CO, your home agency, locations across the United States and internationally. More information can be found in the brochure. -- Note added 8/31/16 16:42",https://cldcentral.usalearning.net/,8/31/16 16:33
clevelandfed.org,Federal Reserve Board,Federal Government,Ohio,accepted term,Federal Reserve Bank of Cleveland -- Note added 6/14/13 18:56,http://clevelandfed.org/,6/6/13 18:08
clu-in.org,,Federal Government,,accepted term,"Contaminated Site Clean-Up Information, Sponsored by the U.S. EPA Office of Superfund Remediation and Technology Innovation -- Note added 6/14/13 18:57",http://clu-in.org/,6/6/13 18:08
coastalbendareacfc.org,Combined Federal Campaign,Federal Government,Texas,accepted term,Coastal Bend Area Combined Federal Campaign (CFC) -- Note added 9/9/13 19:00,http://www.coastalbendareacfc.org/_root/,6/6/13 18:08
coastalcarolinacfc.org,Combined Federal Campaign,Federal Government,South Carolina,accepted term,costal carolina cfc -- Note added 8/28/15 13:40,http://coastalcarolinacfc.org/,6/6/13 18:08
cobank.com,,Federal Government,,accepted term,CoBank is a member of the Farm Credit System -- Note added 6/14/13 18:58,#N/A,6/6/13 18:08
columbusbenningcfc.org,Combined Federal Campaign,Federal Government,Georgia,accepted term,Columbus & Ft. Benning CFC -- Note added 8/25/15 14:45,http://columbusbenningcfc.org/,6/6/13 18:08
commissaries.com,,Federal Government,,accepted term,"Commissaries.com, the official online resource of the Defense Commissary Agency (DeCA) -- Note added 10/24/13 12:54",#N/A,6/6/13 18:08
cooperativepatentclassification.org,,Federal Government,,accepted term,"The Cooperative Patent Classification (CPC) effort is a joint partnership between the USPTO and the European Patent Office where the Offices have agreed to harmonize their existing classification systems (ECLA and USPC, respectively) and migrate towards a common classification scheme. -- Note added 6/6/13 18:08",http://www.cooperativepatentclassification.org/,6/6/13 18:08
cooperhewitt.org,,Federal Government,,accepted term,"Smithsonian's Cooper-Hewitt, National Design Museum -- Note added 1/10/14 19:17",http://www.cooperhewitt.org/,1/10/14 19:17
cowvcfc.org,Combined Federal Campaign,Federal Government,West Virginia,accepted term,Central Ohio and West Virginia Combined Federal Campaign -- Note added 3/13/14 15:53,http://cowvcfc.org/,6/6/13 18:08
ctandwmacfc.org,Combined Federal Campaign,Federal Government,Massachusetts,accepted term,Connecticut and Western Massachusetts Combined Federal Campaign -- Note added 8/2/13 14:36,http://ctandwmacfc.org/,6/6/13 18:08
cvand29palmscfc.org,Combined Federal Campaign,Federal Government,California,accepted term,#N/A,#N/A,6/6/13 18:08
cybercemetery.unt.edu,Quasigovernmental,Federal Government,,accepted term,"http://cybercemetery.unt.edu/ redirects to http://govinfo.library.unt.edu/.  But, left in *cybercemetary.unt.edu pattern to include the archived content found in the UNT CyberCemetary at http://govinfo.library.unt.edu/browse_expiration.htm  -- Note added 11/18/13 17:47",#N/A,6/14/13 19:31
d11nuscgaux.info,,Federal Government,Utah,accepted term,"United States Coast Guard Auxiliary, District 11 Northern Region, U.S. Department of Homeland Security -- Note added 6/6/13 18:08",http://d11nuscgaux.info/,6/6/13 18:08
d13cgaux.com,,Federal Government,,accepted term,US Coast Guard Auxiliary District 13 -- Note added 6/14/13 17:22,#N/A,6/6/13 18:08
dallasfed.org,Federal Reserve Board,Federal Government,Texas,accepted term,Federal Reserve Bank of Dallas -- Note added 6/14/13 19:01,#N/A,6/6/13 18:08
deamuseum.org,,Federal Government,,accepted term,http://www.justice.gov/dea/ Drug Enforcement Administration (DEA) Museum and Visitors Center -- Note added 10/27/14 11:28,http://deamuseum.org/,10/27/14 11:27
defensetv.tv,,Federal Government,,accepted term,Defense TV -- Note added 6/9/15 13:19,http://defensetv.tv/#/video:408175/news-stream,6/9/15 13:18
dfwmetroplexcfc.org,Combined Federal Campaign,Federal Government,Texas,accepted term,#N/A,#N/A,6/6/13 18:08
dhs-summit.us,,Federal Government,,accepted term,"DHS SUMMIT, a modeling & simulation software environment that enables analysts, emergency planners, responders, and decision makers to seamlessly access integrated suites of modeling tools & data sources for planning, exercise, or operational response.¬† -- Note added 6/14/13 19:03",#N/A,6/6/13 18:08
digitalvaults.org,,Federal Government,,accepted term,"Digital Vaults, the National Archives experience -- Note added 6/14/13 19:03",#N/A,6/6/13 18:08
docsteach.org,,Federal Government,,accepted term,"DocsTeach, teacher resources from the National Archives -- Note added 6/14/13 19:04",#N/A,6/6/13 18:08
dodccrp.org,,Federal Government,,accepted term,"Command and Control Research Program, Department of Defense -- Note added 6/14/13 19:05",#N/A,6/6/13 18:08
dodea.edu,,Federal Government,,accepted term,Department of Defense Education Activity -- Note added 6/6/13 18:08,#N/A,6/6/13 18:08
dodsbir.net,,Federal Government,,accepted term,DOD Small Business Innovation Research -- Note added 8/7/14 12:27,http://dodsbir.net/,8/7/14 12:26
dodstarbase.org,,Federal Government,,accepted term,"DoD STARBASE focuses on elementary students, primarily fifth graders. The goal is to motivate them to explore Science, Technology, Engineering and Math (STEM) as they continue their education. -- Note added 12/6/13 15:25",http://dodstarbase.org/,6/6/13 18:08
dvbic.org,,Federal Government,,accepted term,"Defense and Veterans Brain Injury Center (DVBIC), one of three Defense Centers of Excellence (see¬†http://www.dcoe.health.mil/About_DCoE/Centers.aspx) -- Note added 7/31/13 17:28",#N/A,7/31/13 17:27
dvidshub.net,,Federal Government,,accepted term,Defense Video and Imagery Distribution System (DVIDS) -- Note added 6/6/13 18:08,#N/A,6/6/13 18:08
e2.gov.cwtsatotravel.com,,Federal Government,,accepted term,E2 Solutions (GSA eTravel program). See more information at http://www.gsa.gov/portal/content/105399  -- Note added 11/10/15 17:05,https://e2.gov.cwtsatotravel.com/ThinkCAP/e2/login;jsessionid=7HD1WCjFQSzK22XQpyS0bqh3Qb5xyGdP75Y22V1P2QzL0p8YHb0v!2010108603?execution=e1s1,6/6/13 18:09
earthkam.ucsd.edu,,Federal Government,,accepted term,"Sally Ride EarthKAM (Earth Knowledge Acquired by Middle school students) is a NASA educational outreach program enabling students, teachers, and the public to learn about Earth from the unique perspective of space.¬† -- Note added 6/6/13 18:08",#N/A,6/6/13 18:08
earthsystemcog.org,,Federal Government,,accepted term,"Earth System CoG is a web environment that enables users to create project workspaces, connect projects into networks, share and consolidate information within those networks, and seamlessly link to tools for data archival, reformatting and search, data visualization, and metadata collection and display. CoG is integrated with the¬†Earth System Grid Federation (ESGF)¬†data distribution software and provides an easy to use interface to its services. ¬†CoG is supported by grants from the National Science Foundation and the National Oceanic and Atmospheric Administration. -- Note added 6/6/13 18:08",https://earthsystemcog.org/projects/cog/,6/6/13 18:08
earthsystemmodeling.org,,Federal Government,,accepted term,"Earth System Modeling Framework. ESMF is sponsored by the Department of Defense, NASA, the National Science Foundation, and NOAA -- Note added 3/20/14 15:38",https://www.earthsystemcog.org/projects/esmf/,6/6/13 18:08
easternmasscfc.org,Combined Federal Campaign,Federal Government,Massachusetts,accepted term,CFC of Eastern Ma.  -- Note added 8/26/15 16:02,http://easternmasscfc.org/,6/6/13 18:08
efts.scportal.us,Department of Defense,Federal Government,,accepted term,"This domain requires a valid user session for access. User sessions are only granted to participating freight forwarders, such as UPS, FedEx, etc. All other users will receive a 404 response. -- Note added 12/18/2020",https://www.efts.scportal.us/,12/18/2020
elcivicsonline.org,,Federal Government,,accepted term,EL/Civics Online -- Note added 7/25/14 15:49,http://elcivicsonline.org/,7/25/14 15:49
eng.embassyusa.cn,,Federal Government,,accepted term,Mirror website of http://beijing.usembassy-china.org.cn/  -- Note added 11/13/13 15:36,#N/A,11/13/13 15:35
enviroflash.info,,Federal Government,,accepted term,"EnviroFlash, air quality notifications. EnviroFlash is sponsored by the U.S. Environmental Protection Agency (http://www.epa.gov - EPA) with support from State and local air quality agencies. EnviroFlash provides air quality information such as forecasts and action day notifications via email for your area of interest. -- Note added 7/23/14 14:10",http://www.enviroflash.info/,11/13/13 14:17
epa.maps.arcgis.com,,Federal Government,,accepted term,"EPA GeoPlatform In May 2012, EPA launched EPA GeoPlatform based on Esri's ArcGIS Online for Organizations. EPA GeoPlatform is a framework for coordinating geospatial activities, applications, and data across the agency. EPA administrators announced that EPA GeoPlatform is available to every EPA employee as a foundation for all the agency's geospatial applications. Its policy now is that all geographic data and tools be built on EPA GeoPlatform. From http://www.esri.com/news/arcnews/fall12articles/epa-builds-map-service-on-arcgis-online-for-organizations.html ; Retrieved December 23, 2016 -- Note added 12/23/16 21:25",https://epa.maps.arcgis.com/home/index.html,12/23/16 21:24
epancic.org,#N/A,Federal Government,,candidate term,U.S. Environmental Protection Agency's National Community Involvement Conference -- Note added 11/13/13 18:16,#N/A,11/13/13 18:16
epaosc.org,,Federal Government,,accepted term,"EPA ON-SCENE COORDINATOR (OSC) WEBSITE Welcome to the EPA OSC WebSite. This site is intended to be a resource for EPA OSCs to access, track and share information with OSCs throughout the country. From https://www.epaosc.org/ ; Retrieved December 23, 2016 -- Note added 12/23/16 21:52",https://www.epaosc.org/,12/23/16 20:35
epcfc.org,Combined Federal Campaign,Federal Government,West Virginia,accepted term,"Eastern Panhandle Combined Federal Campaign (CFC), includes Berkeley, Morgan and Jefferson counties in West Virginia -- Note added 11/19/13 13:00",http://www.epcfc.org/_root/,6/6/13 18:08
